lat,lon
30.37586631879092,-97.73308476267486
30.300206725276666,-97.78061190169727
30.27205610508975,-97.71662968553098
30.196540642179052,-97.63803230562316
30.269649857150057,-97.64953810677675
30.241308226116278,-97.83080942659964
30.210798305151748,-97.6958167302243
30.220202935968814,-97.79008088499245
30.376101575522625,-97.79776738578146
30.190868301332458,-97.71066200951203
30.252695388386144,-97.77069329963118
30.39165821372849,-97.68162542065932
30.34311845696906,-97.63938422837202
30.28062690525501,-97.6879669868053
30.29675016894166,-97.81333155861252
30.36070516221709,-97.82038540949759
30.362592052468454,-97.7571661160708
30.350177848570528,-97.84394804330448
30.384094710912038,-97.8314647929416
30.15509800311918,-97.69000708589999
30.207644834681552,-97.61185042605594
30.321676103898195,-97.63886765376341
30.40194642711695,-97.80646695859838
30.232707300946604,-97.71487421971132
30.255111290507987,-97.780403672783
30.41253859980705,-97.70065671067246
30.305384830923835,-97.82364507940879
30.207351422777545,-97.8341482978963
30.205823207519277,-97.76263994560857
30.30224937565647,-97.61819946568318
30.27348074984298,-97.81261132702541
30.331115803610786,-97.79340384811782
30.364123281241667,-97.76397778064577
30.325694044488152,-97.82301858159818
30.228231021204238,-97.61141690986123
30.216239182190712,-97.76802588816534
30.293184614009103,-97.74097155532496
30.19600256164282,-97.77470840804496
30.223016041832455,-97.81162534719739
30.279797148428596,-97.66765733807536
30.169630249830252,-97.83483056346158
30.339717377212214,-97.8251250660374
30.188628648790754,-97.71894072468956
30.19223741645834,-97.84205306016764
30.299954071163874,-97.69796579385405
30.348293146502392,-97.61999587462694
30.18107643053547,-97.83944573810093
30.412186129413488,-97.77016742365393
30.18940421216659,-97.6479405068532
30.19149993920799,-97.62442716374152
30.205291897102185,-97.77266735319962
30.207005218537773,-97.85513635417381
30.2340146523498,-97.76735186490167
30.26234044264513,-97.60075047428717
30.37730809895993,-97.83856929629047
30.28813766396425,-97.85229791896187
30.191166940618018,-97.79800493210904
30.353896956490804,-97.62700678572097
30.403784902008354,-97.70500897728971
30.36695218478582,-97.71847571987394
30.200869764693046,-97.8382945914577
30.22200743213805,-97.68264833635568
30.1899811787106,-97.67830528855062
30.219765599803857,-97.75163889756004
30.337892490591443,-97.86354146371168
30.203537180919287,-97.73097454149061
30.393878935433378,-97.72046949184492
30.39981285481806,-97.71269704538409
30.2673481263268,-97.77530111238896
30.278261216484232,-97.7732217895821
30.411210389887145,-97.7013481713387
30.347181487208292,-97.80683380239729
30.324378306150933,-97.62259504660977
30.20211428698502,-97.68312415370274
30.214195472444402,-97.76720126611802
30.37208749672661,-97.72585703706436
30.225450971389282,-97.83569064083821
30.26539688599553,-97.59748576295345
30.16673016003267,-97.81885760628697
30.235191806455703,-97.70966383491
30.278034190934044,-97.79458083882824
30.142060174733004,-97.74655338924572
30.290356716540686,-97.61648756045976
30.281583101154897,-97.8219776077021
30.13716733577848,-97.70368050091223
30.35471079599854,-97.70852017188139
30.251438809884153,-97.67131364457924
30.34572916754244,-97.81048356717476
30.28103324287036,-97.70012447309058
30.285821732150318,-97.60216354824267
30.150499324529395,-97.78647051126154
30.394256855969417,-97.69265750587256
30.163105614523836,-97.65600283121404
30.206693457436792,-97.72635029813385
30.25681542118689,-97.68895164175282
30.260889746127237,-97.63705836957847
30.341952827284477,-97.71640544582908
30.283989425709787,-97.72695591516185
30.325138196126698,-97.80241607685568
30.32677079168232,-97.86266240922976
30.222366941465935,-97.87120964204902
30.286331778012777,-97.82623631246345
30.384028603220102,-97.79655904058346
30.22882132988188,-97.7021817627998
30.162638910291548,-97.68396960221703
30.317299406456993,-97.83138554201345
30.16710811224756,-97.65861476923196
30.266375752821318,-97.77643026502139
30.319980205845994,-97.60491626741651
30.228538502830176,-97.77444747750171
30.355866845617943,-97.8240893914392
30.23011118911076,-97.66831126239374
30.39211847936603,-97.79191683334257
30.156000268865192,-97.80529824111821
30.19095966639236,-97.72906470741647
30.20255078006644,-97.71701926378411
30.321529492803045,-97.86573700200893
30.23595781731112,-97.75528866981887
30.333489223390036,-97.64952181749379
30.30273935992213,-97.72955473143213
30.166219078699797,-97.72110866901954
30.215913995858124,-97.76514103754062
30.202671536780695,-97.67075523382977
30.279671084786685,-97.62228386130167
30.25901647109432,-97.76659152017601
30.38742077950559,-97.70689116080375
30.379850828521448,-97.78437484227993
30.17757190527743,-97.63306191744533
30.226005304175757,-97.81059297837574
30.20821555224207,-97.71627737550207
30.303054540250848,-97.61834870379879
30.18592689640136,-97.83511542423372
30.2320925582116,-97.67096827264257
30.35387579600711,-97.6752809832601
30.236899014345667,-97.68254646083594
30.37945538236956,-97.81538244257852
30.35652516633016,-97.73870374852785
30.284886082781245,-97.79900443502238
30.31901871252085,-97.70251215868205
30.205404079368044,-97.79444931632483
